Topic,Words,Frequency,Timestamp
71,"clustering выбор, еды огромный, особенно летучих, летучих, летучих мышей",1,2021-01-01
76,"улицы про, какой улицы, про питер, братан ты, ты какой",1,2021-01-01
81,"отличное доковидное, доковидное видео, доковидное, видео всё, всё было",1,2021-01-01
102,"биджо гамаржобасупер, гамаржобасупер грузин, clustering биджо, биджо, гамаржобасупер",1,2021-01-01
104,"андрей, прекрасно желаю, хороши ваше, открытие все, предвкушаю удовольствие",2,2021-01-01
107,"благодарю очень, очень круто, clustering благодарю, круто, благодарю",1,2021-01-01
124,"чудесная экскурсияневероятно, экскурсияневероятно, экскурсияневероятно интересно, clustering чудесная, чудесная",1,2021-01-01
129,"через неделю, все стены, стены диваны, покажутся, плеснеет",1,2021-01-01
130,"учебу, посещать учебу, имея студент, можно имея, не посещать",1,2021-01-01
133,"скорейшего, всем скорейшего, интересно потрясающие, скорейшего открытия, герои есть",1,2021-01-01
141,"авторитарное королевство, причинам авторитарное, забавно когда, политическим причинам, человек говорит",1,2021-01-01
147,"это ная, ная, ная сумма, clustering тысяч, тысяч долларов",1,2021-01-01
150,"круто для, для крутых, крутых, clustering круто, круто",1,2021-01-01
162,"они практичные, свинюшки они, clustering свинюшки, свинюшки, практичные",1,2021-01-01
172,"предпринемателей сбора, хватает предпринемателей, метал, сбора проводов, на метал",1,2021-01-01
174,"могу больше, больше жить, жить россии, clustering но, не могу",1,2021-01-01
180,"огромный спасибо, всё огромный, супер посмотреть, вам андрей, андрей за",1,2021-01-01
182,"важное, там медициной, медициной, скорости что, важное если",1,2021-01-01
184,"идет он, таиланде идет, информацию пусть, он лесом, живут таиланде",2,2021-01-01
191,"новый термин, жительство внж, термин, термин вид, про новый",2,2021-01-01
207,"clustering корни, родине чужбина, ваши всегда, корни ваши, чужбина это",1,2021-01-01
212,"очень понравилосьспасибо, понравилосьспасибо, clustering очень, очень, понравилось clustering",1,2021-01-01
216,"имя сруль, как имя, сруль, сруль евреев, лаша это",1,2021-01-01
227,"все персонажи, персонажи очень, выпуск конечно, опять посмотрел, посмотрел этот",1,2021-01-01
-1,"ужас, вырос, каналы по, забиты людьми, правитель каналы",28,2021-04-01
0,"зелени, легче, москве дышалось, напоминает ханой, блондинкой бангкокепереехали",3,2021-04-01
4,"whatsapp спасибо, не whatsapp, тамара, тамара мне, зовут тамара",1,2021-04-01
5,"русские район, менталитет один, район есть, русский менталитет, один негатив",2,2021-04-01
7,"хорошая грамотная, без постановок, кадре хорошая, удачный выпуск, выпуск аня",1,2021-04-01
8,"пожить другой, года пожить, вот тайланд, куда переехать, тайланд прям",1,2021-04-01
17,"круты сама, бомба лаша, нам трудно, всегда бомба, живу афинах",1,2021-04-01
21,"огонь подписка, подписка лайк, выпуск огонь, подписка, огонь",1,2021-04-01
29,"завтра испачкается, стала тайкой, вот наешься, зачем убираться, равно завтра",1,2021-04-01
35,"сюжеты узнаешь, блондинка всё, приятная понятная, узнаешь много, интересногоподача",2,2021-04-01
41,"девушка можно, вами познакомится, познакомится ближе, то вами, познакомится",1,2021-04-01
50,"гида андрей, андрей найти, найти инстаграмме, инстаграмме заранее, виделкак",1,2021-04-01
57,"мясоубита, пониматьв, фалоса гарантия, теле она, должна продолжиться",1,2021-04-01
59,"интервью вопросов, вопросов одном, задавать каждом, не задавать, каждом интервью",1,2021-04-01
65,"боятся менять, пенсионеры боятся, менять климат, clustering пенсионеры, боятся",1,2021-04-01
70,"сфере, тайланде, строительстве опыт, увидите мой, преподавания человека",1,2021-04-01
72,"умеешь снимать, не снимай, снимай пжл, снимать обзоры, обзоры не",1,2021-04-01
76,"попробуйте приехать, город призрак, воркуту город, воркуту, призрак",1,2021-04-01
78,"севен элеван, элеван, севен, от севен, элеван небольшой",1,2021-04-01
82,"канале за, за улыбки, любимое видео, улыбки спасибо, мое любимое",1,2021-04-01
84,"clustering получишь, старости когда, получишь паспорт, паспорт старости, получишь",2,2021-04-01
95,"ипалом, таким ипалом, ипалом не, стоит переезжать, только туда",1,2021-04-01
99,"интернете так, так полно, информация которой, которой интернете, clustering банальная",1,2021-04-01
102,"рода какихто, ему из, грузинах, поголовно кого, грузинах так",2,2021-04-01
117,"очень интересно, clustering очень, интересно, очень, интересно clustering",1,2021-04-01
136,"супер ведущий, понравилась заслушался, ооооочень понравилась, девушка ооооочень, передача супер",1,2021-04-01
186,"уехать ту, что мешало, тдчужбина милее, тдчужбина, же анапугеленджик",1,2021-04-01
198,"кеды классныея, классныея бы, классныея, clustering кеды, бы купила",1,2021-04-01
216,"clustering лаша, ещё секссимволом, секссимволом станет, удачи он, красавчик талантливый",1,2021-04-01
227,"раз герои, классные этот, герои спасибо, очень классные, этот раз",1,2021-04-01
-1,"что этих, этих странах, странах, тайском, банке",13,2021-07-01
0,"очень красиво, будды туалет, разный золотые, талантливый желаю, показал фильм",4,2021-07-01
3,"проведённое там, людей противоположным, снято чудесно, ужасом азия, посмотрела интересом",1,2021-07-01
10,"таиланде говорите, паттайя вместо, вместо паттая, странно лет, говорите паттайя",1,2021-07-01
18,"количество рекламы, жуткое количество, отписываюсь жуткое, clustering отписываюсь, жуткое",1,2021-07-01
19,"понравилось была, ещё интересное, узнала ещё, но узнала, clustering понравилось",1,2021-07-01
20,"платить сколько, ответьте про, это обходится, неё платить, автор ответьте",1,2021-07-01
21,"душевно интересно, интересно лайк, очень душевно, душевно, лайк",1,2021-07-01
29,"нассут, подьезды если, равно нассут, грязные clustering, clustering любовь",2,2021-07-01
31,"фильм замечательный, замечательный спасибо, clustering фильм, замечательный, фильм",1,2021-07-01
36,"както можно, татьяна както, посредством электронки, электронки, быть посредством",1,2021-07-01
50,"андрей сегодня, сегодня целый, день путешествию, путешествию вами, путешествию",1,2021-07-01
69,"что прекрасного, прекрасного этой, прекрасного, ну что, этой стране",1,2021-07-01
81,"спасибо отличное, отличное видео, отличное, clustering спасибо, видео",1,2021-07-01
100,"немыслимо, вааау как, рассказчиков это, clustering вааау, этих троих",1,2021-07-01
102,"гей, грузин, clustering грузин, пойдет застрелит, селом",2,2021-07-01
109,"бурёнок меня, но бурёнок, бурёнок, бесит слегка, почему но",1,2021-07-01
148,"медицины ничего, насчёт медицины, как насчёт, не сказано, медицины",1,2021-07-01
163,"одно если, деньги хорошо, поняла одно, clustering поняла, хорошо везде",1,2021-07-01
203,"здавать, купить заброшенный, примерно номеров, здавать комнаты, бы купить",1,2021-07-01
212,"мне понравилось, clustering мне, понравилось, мне, понравилось clustering",1,2021-07-01
-1,"по, на, за, без земли, дом без",42,2021-10-01
0,"или сразу, бангкок, бангкоке, минусы знаю, vs мерсин",11,2021-10-01
1,"фунтов неделю, неделю если, фунтов, отлично работать, старости надо",2,2021-10-01
3,"артистов, но азии, раз отличный, пределами не, знаменитых за",1,2021-10-01
4,"придумали даже, тайцы такое, кому все, всего неужели, верится кому",3,2021-10-01
8,"приехал отдохнул, тайланде нехочеться, нехочеться приехал, отдохнул на, нехочеться",1,2021-10-01
10,"паттайя, удачное, комфортнее чем, удачное для, пукет ну",1,2021-10-01
11,"новости если, прогулку новости, готовится заранее, надо готовится, пенсии тайланде",1,2021-10-01
12,"дряничкин, тебе идёт, острове звони, звони пиши, звони",2,2021-10-01
15,"без снега, завалил clustering, нее без, минус снег, привет балашихе",2,2021-10-01
17,"счастливый ну, ты андрей, андрей счастливый, могу жить, счастливый",1,2021-10-01
18,"реклама, классно рассказывают, ваша реклама, clustering ваша, целом интересные",3,2021-10-01
19,"таиланд прекрасная, прекрасная страна, для проживания, страна для, clustering таиланд",1,2021-10-01
20,"одно небольшое, подорожала до, прежними clustering, какуюто оформить, порцию полезной",2,2021-10-01
25,"только декабре, дыхании лаша, вообще классный, декабре но, посмотрела только",3,2021-10-01
27,"билетов супер, продажи авиа, супер цены, авиа билетов, платформа продажи",1,2021-10-01
29,"срать, срать clustering, унитаз, мыть, жопу",5,2021-10-01
30,"банка, распоряжаться, пожалуйста после, пролежали мес, пролежали",1,2021-10-01
38,"программа супер, люди поменяйте, супер такие, clustering программа, поменяйте ведущего",1,2021-10-01
40,"должен обвалиться, вокруг страны, ругайтесь лично, обвалиться, за прессой",1,2021-10-01
49,"добровольное clustering, обязательна мне, здравствуйтеа разве, страховка обязательна, надо заплатить",2,2021-10-01
51,"то нудно, больше улицы, clustering журналист, морепродуктами то, фруктами морем",2,2021-10-01
55,"пенсионную, пенсионной, пенсионную визу, тбатт, на двух",3,2021-10-01
58,"твои передачибудто, передачибудто живьём, передачибудто, живьём там, люблю твои",1,2021-10-01
63,"понимаю всех, тай понимаю, там остался, как люблю, всех кто",1,2021-10-01
65,"зимовку раскажите, пенсионеры на, раскажите, clustering пенсионеры, на зимовку",1,2021-10-01
67,"здравствуйтекак, clustering здравствуйтекак, здравствуйтекак всегда, существу краткоспасибо, всегда по",1,2021-10-01
71,"свисает уже, дапро еду, всё свисает, еду заметно, любит всё",1,2021-10-01
72,"за обзор, обзор, clustering спасибо, спасибо за, спасибо",1,2021-10-01
74,"за информацию, информацию, clustering спасибо, спасибо за, спасибо",1,2021-10-01
82,"видео новости, первая спасибо, clustering первая, новости, первая",1,2021-10-01
87,"молодцы супер, какие замечательные, люди молодцы, замечательные люди, замечательные",1,2021-10-01
98,"москве наверное, везде сырость, останется вернулся, дожди зачем, друзья поправьте",1,2021-10-01
102,"делать ним, интересно парня, классная можно, идея классная, грузин идея",1,2021-10-01
104,"познаем вами, делаете суперскую, мир процветания, вами мир, вашему делу",1,2021-10-01
105,"ладно татьянавы, татьянавы обманываетебелаякрасиваярыжая, обманываетебелаякрасиваярыжая, обманываетебелаякрасиваярыжая девушка, вниманиемелких тёмный",1,2021-10-01
106,"большое как, спасибо ребята, всё интересно, ребята очень, как всё",2,2021-10-01
107,"круто получилось, clustering круто, получилось, круто, как всегда",1,2021-10-01
112,"тая колоссальная, игорь благодарю, вас игорь, вами сделана, за исчерпывающюю",1,2021-10-01
131,"них беда, clustering культурой, заметил них, культурой парковки, парковки заметил",1,2021-10-01
137,"болееменее адекватная, единственная болееменее, просто лучшая, культура другая, европеоиды буддизм",1,2021-10-01
152,"информацию интересно, благодарим за, clustering благодарим, благодарим, познавательно",1,2021-10-01
157,"классный выпуск, clustering классный, классный, выпуск, выпуск clustering",1,2021-10-01
178,"этот цикл, тв ну, был может, конечно должен, цикл конечно",1,2021-10-01
198,"кеды, купили себе, себе такие, кеды грузина, крутые кеды",2,2021-10-01
210,"тратите долларов, скажите пжл, пжл на, месяц кроме, кроме питания",1,2021-10-01
213,"таиланд запрещает, поправочка двойное, clustering поправочка, поправочка, гражданство таиланд",2,2021-10-01
229,"игорь, полюбовался счастья, полюбовался, пальмами полюбовался, взяли меня",1,2021-10-01
239,"где минусы, же сплошные, сплошные плюсы, минусы так, сплошные",2,2021-10-01
-1,"самуи, на, миллиардов, что, не",55,2022-01-01
0,"бангкоке, где хочу, бангкок, clustering андрей, андрей",14,2022-01-01
2,"типо что, снять спасибо, этот комплекс, домики которые, помаленичку",3,2022-01-01
6,"слушать, грузина слушать, душка аж, язык говорят, вся такая",1,2022-01-01
8,"животные растения, сам подумываю, рай пальмы, это солнце, красиво хочу",3,2022-01-01
10,"паттайя далее, далее не, хорошо паттайя, банкоге именно, был банкоге",1,2022-01-01
11,"пенсионеру переехать, как пенсионеру, переехать тайланд, на месяцев, тайланд на",1,2022-01-01
12,"дряничкин, пафоса пуха, есть дряничкин, чистоту человека, пуха умный",2,2022-01-01
15,"хочется заорать, жара минус, при вопросе, скучаете ли, сугробы ты",2,2022-01-01
18,"втором месте, хороший рекламный, месте реклама, на втором, втором",2,2022-01-01
19,"ни индии, они похожи, ни таиланде, кажется они, индии но",1,2022-01-01
20,"видео расскажите, согласнапо поводу, clustering минусами, иностранцев по, дувы",2,2022-01-01
29,"на горшок, зад если, замечала что, не одобрил, одобрил clustering",2,2022-01-01
30,"апреля оплата, криптой, clustering апреля, оплата криптой, криптой тае",1,2022-01-01
32,"полезное, полезное видео, очень полезное, познавательное, были интересны",5,2022-01-01
35,"название резорта, резорта который, смотрю году, резорта, который показывали",2,2022-01-01
39,"на всё, брал на, автору тайланд, всё хватит, тайланд копейки",2,2022-01-01
41,"девушка очень, clustering девушка, очень понравилось, девушка, понравилось",1,2022-01-01
43,"зим зимовалиэто, зимовалиэто не, просто зим, сыр дорогой, таиланде ощущение",2,2022-01-01
51,"ибо такие, смотрела но, сейчас актуальны, посмотрю ибо, обязательно посмотрю",1,2022-01-01
55,"консульства ежемесячном, было требование, изменилось за, баг на, документ из",2,2022-01-01
57,"clustering сделают, дельные, сделают все, очень дельные, дельные советы",2,2022-01-01
61,"вот так, англ яза, связей таком, аутентичного англ, нашла работу",1,2022-01-01
62,"классный тип, достаточно образованный, типчик этот, clustering типчик, футболке не",1,2022-01-01
67,"исполни, скажи, предвидение, бакыта таавалдиева, судьбу пишет",2,2022-01-01
70,"ставки или, именно бюджет, или ежемесячные, здраствуйте какие, налоговые",1,2022-01-01
74,"давно вас, информацию давно, было слышно, слышно, вас не",1,2022-01-01
76,"програмисты гиды, програмисты, сохранили, норильске прожиты, норильск сохранили",1,2022-01-01
77,"не самый, свыше дней, например тайкой, тайкой таиланде, заключен брак",2,2022-01-01
81,"clustering отличное, отличное видео, видео спасибо, отличное, видео",1,2022-01-01
82,"видеомечта, благодарю видеомечта, clustering благодарю, благодарю, за видео",1,2022-01-01
85,"чушь ты, насекомые чушь, жарко насекомые, ты уверена, clustering жарко",1,2022-01-01
99,"очень ценная, ценная информация, ценная, информация спасибо, информация",1,2022-01-01
102,"clustering грузин, грузин, грузин красаватворческая, грузинтакой обаятеленно, хорош гамарджоба",4,2022-01-01
104,"даже лайк, твою работу, работу очень, за твою, лайк поставил",1,2022-01-01
106,"спасибо было, было очень, очень интересно, интересно, было",1,2022-01-01
112,"за работу, работу, clustering спасибо, спасибо за, спасибо",1,2022-01-01
117,"ждём это, какому времени, познавательно ждём, по какому, какому",1,2022-01-01
144,"массажи таиланде, отличные массажи, массажи, clustering отличные, отличные",1,2022-01-01
148,"приобретений, любой препарат, можно почти, ценят того, много аптек",1,2022-01-01
153,"если думают, сильно ошибаются, ошибаются clustering, ставлю никаких, никаких свечей",2,2022-01-01
159,"лицо какое, но ольги, ольги лицо, то грустное, люди хорошие",1,2022-01-01
161,"красивые кадры, очень красивые, классный выпуск, кадры, выпуск спасибо",1,2022-01-01
179,"вовремя саша, саша респект, очень вовремя, саша, вовремя",1,2022-01-01
180,"звездище, лаша твоём, твоём ролике, ролике главная, чувак лаша",1,2022-01-01
191,"интересно одна, ли поле, надесь, надесь аренда, недвижимости было",1,2022-01-01
197,"плаванию можно, clustering тренером, частные уроки, работать частные, по плаванию",1,2022-01-01
198,"башмаки, clustering башмаки, башмаки очень, очень крутые, крутые",1,2022-01-01
205,"clustering работаэто, работаэто важно, важно ты, работаэто, ты уверена",1,2022-01-01
213,"хитры вид, очень дороговато, информацию однако, столь ценную, очень хитры",1,2022-01-01
227,"конечно благодарим, герои конечно, выпуск герои, благодарим, понравился выпуск",1,2022-01-01
229,"вам помогу, адекватное видео, сборе информации, сторону капать, сборе",1,2022-01-01
239,"понятно минусы, минусы где, clustering понятно, минусы, понятно",1,2022-01-01
-1,"на, не, что, clustering, как",355,2022-04-01
0,"бангкок, бангкоке, совершенно не, был бангкоке, бангкоке clustering",14,2022-04-01
1,"пенсию, пенсионеры, пенсионеров, пенсии, пенсия",65,2022-04-01
2,"куплена, стоит, жилье, квартиры, квартира",16,2022-04-01
3,"видео, действовать, очень, таиланд, жизни таиланде",13,2022-04-01
4,"тайском социуме, тайцы мешают, мешают clustering, русские тайском, языке общаются",2,2022-04-01
5,"раздувают, там антируской, сейчас везде, истерией что, истерией",2,2022-04-01
7,"елена, елене, елена сергей, clustering елена, сергей",18,2022-04-01
8,"тайланд, тайланде clustering, тайланде, только летним, безопасное место",10,2022-04-01
10,"сне не, даже страшном, страшном сне, район это, это паттайе",2,2022-04-01
11,"пенсию, на пенсию, пенсии, пенсионеров, на пенсии",25,2022-04-01
12,"антон шикарный, шикарный обязательно, свяжусь нимкак, вернусь тай, нимкак",1,2022-04-01
13,"пхупхете оставлял, пхупхете, сейчас стало, на пхупхете, оставлял как",2,2022-04-01
14,"праститутки есть, clustering праститутки, праститутки, есть там, есть",1,2022-04-01
15,"климат, жара, холод это, влажность, жару",17,2022-04-01
17,"молодцы, clustering молодцы, молодцы clustering, удачи, удачи вам",31,2022-04-01
18,"эта реклама, выствить, выствить россии, реклама непонятно, лучше зачем",1,2022-04-01
19,"таиланд, отдых таиланде, скажине, стран сделают, чуть оступятся",7,2022-04-01
20,"визы, про визы, виз, визу, татьяна",20,2022-04-01
21,"видеоне хочешь, глупейшее видеоне, годный полезный, страны дизлайк, жививернее",2,2022-04-01
25,"подача хороший, хороший подбор, подбор персонажей, персонажей смотрели, выпуск прекрасная",1,2022-04-01
27,"враньё часов, откидываются, откидываются вообще, не откидываются, астана враньё",2,2022-04-01
28,"своей, вам плюс, славянам куда, бегущим, крысам бегущим",8,2022-04-01
29,"посуду если, мыть посуду, железная логика, железная, посуду",2,2022-04-01
30,"банке, карты, из россии, карту, открыть",22,2022-04-01
32,"полезное видео, полезное, очень полезное, познавательно clustering, видео",11,2022-04-01
34,"монахомпожалуйста, можно побыть, храмов где, побыть монахомпожалуйста, найти этот",2,2022-04-01
35,"понятно приятно, четко понятно, молодец все, все четко, четко",1,2022-04-01
36,"татьяна, clustering татьяна, татьяна спасибо, за видео, здравствуйте татьяна",15,2022-04-01
38,"важный был, прервала, clustering противный, выводе денег, выводе",2,2022-04-01
39,"тратим, копейки, тай, знаете, молчу давно",6,2022-04-01
40,"бат, это сколько, бат это, рублях, баты",40,2022-04-01
41,"приятная очень, девушка красивая, красивая приятная, clustering девушка, приятная",1,2022-04-01
42,"материала браво, уровня подачи, подачи материала, от уровня, шоке от",1,2022-04-01
43,"тайцев может, мне гастрит, буддисты ее, кухня острая, нет говядины",4,2022-04-01
44,"середины, жена, переехали, clustering муж, живое общение",4,2022-04-01
45,"это серьезно, вы это, серьезно, clustering вы, вы",1,2022-04-01
49,"страховку, страховка, медицинская страховка, медицинская, мед",10,2022-04-01
53,"канал, где обещанная, обещанная ссылка, встреча замечательными, канал столько",3,2022-04-01
54,"выдержали климат, не выдержали, когда дышать, климат сезон, нечем этот",2,2022-04-01
55,"визу, пенсионной, пенсионную, пенсионную визу, про пенсионную",11,2022-04-01
56,"бы можно, цены, баты, сколько, скринить clustering",4,2022-04-01
57,"правильно думать, думать начинайте, учится правильно, нужно учится, начинайте",1,2022-04-01
59,"интервью, интервью спасибо, свои интервью, ваши интервью, существенное интересное",8,2022-04-01
61,"работу интересуют, рабочие специальности, интересуют рабочие, ли найти, специальности",1,2022-04-01
62,"питера очень, образован добряк, мега позитив, очень образован, позитив парень",1,2022-04-01
64,"школу, доброе утромогли, узнать школах, ваше мнениеблагодарю, многие школы",2,2022-04-01
65,"климат, пенсионерам, переезжать, улице одежда, грязище вообще",7,2022-04-01
66,"кондо, родной, сезоннесезон, обливается наш, сезон следующих",4,2022-04-01
67,"clustering спасибовсё, существу clustering, оченьочень информативно, четко правдиво, спасибовсё оченьочень",3,2022-04-01
69,"по любимой, любимой стране, обзор по, любимой, за обзор",1,2022-04-01
70,"инженеромконструктором, компьютерной графики, сколько средняя, графики разработки, устроиться инженеромконструктором",2,2022-04-01
71,"растения то, вегетарианец ешь, только растения, ешь только, если вегетарианец",1,2022-04-01
72,"за обзор, обзор, большое за, спасибо большое, большое",1,2022-04-01
73,"пара, пара clustering, clustering какая, приятная, приятная пара",20,2022-04-01
74,"за информацию, информацию clustering, информацию, здравствуйте спасибо, программегде",7,2022-04-01
76,"из смоленска, танюха смотрю, clustering танюха, смоленска, танюха",1,2022-04-01
77,"школе, учиться, если дети, нужно учиться, получить данную",1,2022-04-01
78,"дешевле чем, clustering продукты, чем россии, продукты, продукты дешевле",5,2022-04-01
79,"полиция разбираться, автоаварии полиция, всегда виноват, хочет всегда, автоаварии",1,2022-04-01
80,"интересный выпускспасибополезная, выпускспасибополезная тнформацияжду, тнформацияжду новых, тнформацияжду, выпускспасибополезная",1,2022-04-01
81,"видео спасибо, clustering отличное, отличное видео, отличное, от зимних",2,2022-04-01
82,"повезло людям, вовремя повезло, делать вовремя, людям спасибо, всё надо",2,2022-04-01
84,"итальянское, европейский паспорт, италии имею, гражданство европейский, имею итальянское",1,2022-04-01
85,"комарами дела, как комарами, комарами, дела обстоят, обстоят",1,2022-04-01
86,"за выпуск, большое вам, вам за, выпуск clustering, clustering спасибо",2,2022-04-01
87,"приятные люди, приятные, люди, clustering какие, какие приятные",9,2022-04-01
88,"тётка исчезла, исчезла, clustering тётка, тётка, корги",1,2022-04-01
89,"или небес, небес спустились, спустились, взялись такие, откуда взялись",1,2022-04-01
91,"йопт поржал, йопт, еще заварили, блюдо йопт, поржал лапшу",1,2022-04-01
93,"кондок комуналкак, по человекапримерно, человекапримерно на, хватитно лучше, еду кну",2,2022-04-01
98,"на массаж, массажисту, влажность, массаж, не поехала",3,2022-04-01
99,"очень нужная, огромное очень, нужная информация, нужная, информация",1,2022-04-01
100,"душой отдохнула, прям душой, clustering ууух, ууух, ууух какой",1,2022-04-01
102,"грузин, clustering грузин, грузинское, царское, царь",6,2022-04-01
103,"москвичи, толпе любом, месте по, блажь, можно блажь",5,2022-04-01
104,"андрей, андрей спасибо, clustering андрей, понравилось позитивных, ваши проекты",3,2022-04-01
108,"вечер пытался, дедок англоговорящий, танцевать молодыми, русского кафе, кафе дедок",1,2022-04-01
111,"миллион тысяч, кокаине clustering, воспитательница на, сад мда, на кокаине",2,2022-04-01
112,"продавай clustering, на али, али экспресс, clustering ручная, экспресс продавай",2,2022-04-01
114,"таиланде clustering, недвижимость, недвижимость таиланде, видео ссылка, какие таиланде",3,2022-04-01
119,"ару прост, ударение ару, этом слове, куда этом, ару",1,2022-04-01
123,"турции, полная опа, фирму турции, турции она, чтото подобное",3,2022-04-01
127,"большое clustering, спасибо большое, большое, clustering спасибо, спасибо",3,2022-04-01
129,"надоедает, богатенькой тетеньке, это сайлом, работать единственное, периодически из",2,2022-04-01
132,"рай, такой рай, рай строить, явились, явились на",2,2022-04-01
133,"герои, парень грузин, вообще агонь, лаш удачи, героиня вообще",3,2022-04-01
134,"тетечки зачет, тетечки, стрижка тетечки, классные стрижка, хотят делится",1,2022-04-01
135,"помойка вонючим, вонючим морем, паттайя помойка, вонючим, морем",1,2022-04-01
137,"азии, не дергает, тяжело азии, тоником пивом, женщин тоником",2,2022-04-01
138,"москве подмосковье, москвичи могут, мы зп, провинции москве, позволить мы",2,2022-04-01
140,"за это, clustering благодарю, это видео, благодарю за, видео очень",1,2022-04-01
141,"неинтересным людям, clustering неинтересным, интересно даже, неинтересным, людям везде",1,2022-04-01
145,"готовила до, неужели никогда, до переезда, не готовила, готовила",1,2022-04-01
147,"это сколько, сколько clustering, на наши, наши рубли, рублях",8,2022-04-01
148,"медицины, весело расскажите, прием врачулечитьсяпокупать, поздно возникает, информации медицинском",6,2022-04-01
150,"разумный подход, разумный, молодцы разумный, подход, clustering молодцы",1,2022-04-01
152,"спасибокаквсегда, спасибокаквсегда великолепно, огромное спасибокаквсегда, великолепно познавательно, содержательно спасибо",2,2022-04-01
155,"трансов проституток, показывает совсем, тайланда про, артурия показывает, то похождения",1,2022-04-01
156,"там где, хорошо там, где нас, нас нет, везде хорошо",2,2022-04-01
157,"классный выпуск, игре классный, побывала фантастической, фантастической игре, классный",1,2022-04-01
159,"серёжа привет, clustering серёжа, серёжа, из москвы, привет из",1,2022-04-01
162,"обезьянок, обезьянок сплошная, среди обезьянок, скип, сплошная боль",1,2022-04-01
163,"приличные то, деньги причем, жить путешествовать, причем приличные, денег везде",2,2022-04-01
164,"интернет на, телефоне работает, работает отлично, за безлимитный, интернета на",1,2022-04-01
172,"навешано, то навешано, навешано пиздец, проводов то, clustering проводов",1,2022-04-01
174,"года дай, отлично живу, многим нравится, португалии года, здоровья москвичам",2,2022-04-01
182,"сказать медицине, очень боюсь, свою переводили, камарамиклещами очень, как медицинская",5,2022-04-01
188,"clustering прекрасное, прекрасное видео, прекрасное, видео, видео clustering",1,2022-04-01
190,"сварщик, clustering сварщик, обвиняя во, врачей льготная, отпускт на",5,2022-04-01
191,"типу золотого, золотого паспорта, пожизненную визу, землю собственность, получить пожизненную",1,2022-04-01
195,"слово беда, говорите слово, беда проблема, сергей не, clustering сергей",1,2022-04-01
197,"тренажерный зал, тренажерный, ходит тренажерный, так будете, пенсии бегать",2,2022-04-01
198,"грузиндадельникмастер, ручная роспись, грузиндадельникмастер на, boт, лашакеды",2,2022-04-01
202,"обменять рубли, обменять, рубли, возможность обменять, расскажите какой",2,2022-04-01
204,"сказка будет, суть простаесть, простаесть деньгивам, вам ваша, простаесть",1,2022-04-01
205,"лет кем, маме лет, clustering маме, кем работает, маме",1,2022-04-01
208,"вернулся женился, женился вот, уже семьей, старости поеду, что старости",1,2022-04-01
210,"одного оплатить, ментос это, ментос, это выживать, оплатить свет",1,2022-04-01
212,"очень понравилось, понравилось, clustering очень, очень, понравилось clustering",1,2022-04-01
213,"гражданство, покупать свое, выгнать работу, могут выгнать, лет дают",1,2022-04-01
216,"лаше, петербужцу лаше, лаше огромный, петербужцу, clustering петербужцу",2,2022-04-01
218,"пара, приятная пара, смотрела удовольствием, clustering какая, приятная",7,2022-04-01
219,"семья, мечта здоровья, жизнерадостныеактивные, семья удачи, здоровья долголетия",3,2022-04-01
223,"вас слушать, приятно вас, слушать спасибо, очень приятно, слушать",1,2022-04-01
229,"тайской медициной, сертификатом резидента, долгосрочном проживании, но стоимость, заболеет не",2,2022-04-01
232,"многие равняют, обманывайтесь, заест не, поездкой позагорать, недельной поездкой",2,2022-04-01
233,"мотивируют слова, очень мотивируют, мотивируют, спасибо очень, слова",1,2022-04-01
235,"пакетом гб, гб месяц, действовать год, или огромным, безлимитным или",1,2022-04-01
237,"пельмени тайланде, тайланде продаются, clustering пельмени, продаются, пельмени",1,2022-04-01
241,"они скажут, здесь неизвестно, скажут через, завидую мне, умереть здесь",1,2022-04-01
247,"вы живете, живете, на что, что вы, clustering на",1,2022-04-01
-1,"мы, татьяна, clustering татьяна, все, за",77,2022-07-01
0,"называют, увлечённо рассказывает, показываешь clustering, азия жара, так увлечённо",6,2022-07-01
1,"или сбер, светлана что, какую тинькофф, тинькофф или, карту какую",4,2022-07-01
2,"найти недвижимость, не нарваться, недвижимость под, сайтах можно, букинге все",3,2022-07-01
7,"сергеем очень, симпатичная пара, пара успехов, интервью еленой, успехов им",1,2022-07-01
